source,target,topic,similarity,heuristic_relation,relation_label,source_stance,target_stance,source_sentence,target_sentence
177,220,minimum wage,0.650436520576477,support,,pro,pro,"Dacă salariile ar fi ținut pasul cu productivitatea, studiile sugerează că ar fi ajuns la 21,72 USD/oră până în 2012.","Dacă salariul muncitorului crește la 15 USD, câștigurile anuale s-ar muta la 31.200 USD pe an pentru o săptămână de 40 de ore."
181,255,minimum wage,0.6910121440887451,attack,,pro,contra,Marjele de profit pe care le experimentează aceste mari companii pot rezista cu ușurință la o creștere a salariilor fără a fi nevoie să o transfere consumatorului.,"Unele companii vor putea absorbi costurile crescute cu forța de muncă, în timp ce altele, cu marje de profit reduse, își pot reduce forța de muncă sau își pot crește prețurile."
181,301,minimum wage,0.6892268657684326,attack,,pro,contra,Marjele de profit pe care le experimentează aceste mari companii pot rezista cu ușurință la o creștere a salariilor fără a fi nevoie să o transfere consumatorului.,"Prin urmare, este mai bine să lăsați piața să-și urmeze cursul și să permiteți întreprinderilor să își crească treptat salariile de la sine."
181,256,minimum wage,0.668389081954956,attack,,pro,contra,Marjele de profit pe care le experimentează aceste mari companii pot rezista cu ușurință la o creștere a salariilor fără a fi nevoie să o transfere consumatorului.,"Dacă angajatorii au putere de monopson ca cumpărători de forță de muncă și sunt capabili să stabilească salarii, de exemplu, ei pot menține salariul sub rata competitivă."
184,325,minimum wage,0.7868783473968506,attack,,pro,contra,Creșterea oportunităților de angajare oferă lucrătorilor slab calificați cele mai bune șanse de a găsi un loc de muncă și de a urca pe scara mobilității economice.,"Concurența se va intensifica: dacă salariul minim crește, persoanele prea calificate vor lupta pentru poziții cu salariul minim, împingând lucrătorii mai tineri și fără experiență din competiție și răpindu-le oportunitatea de a câștiga experiență și cunoștințe pentru a-și construi un CV și a intra în forța de muncă."
184,267,minimum wage,0.7251404523849487,attack,,pro,contra,Creșterea oportunităților de angajare oferă lucrătorilor slab calificați cele mai bune șanse de a găsi un loc de muncă și de a urca pe scara mobilității economice.,Punerea locurilor de muncă la nivel de intrare mai bine plătite crește riscul ca lucrătorii să rămână blocați în ele mai mult timp în loc să treacă la ceva mai plină de satisfacții.
184,250,minimum wage,0.7218284606933594,attack,,pro,contra,Creșterea oportunităților de angajare oferă lucrătorilor slab calificați cele mai bune șanse de a găsi un loc de muncă și de a urca pe scara mobilității economice.,"De fapt, cele mai actuale cercetări arată că un salariu minim mai mare crește șomajul; cu toate acestea, realitatea economică mai importantă este că un salariu minim mai mare crește costul forței de muncă slab calificate."
185,196,minimum wage,0.6852939128875732,support,,pro,pro,"Scăderea ratei de rotație: angajații care primesc un salariu minim mai mare se simt mai confortabil și mulțumiți de locurile de muncă cu salariul minim, ceea ce înseamnă că sunt mai puțin probabil să renunțe.","Aceasta înseamnă că lucrătorii sunt mai puțin probabil să își caute un nou loc de muncă, să facă cereri de plată sau să renunțe definitiv."
185,218,minimum wage,0.6698846817016602,support,,pro,pro,"Scăderea ratei de rotație: angajații care primesc un salariu minim mai mare se simt mai confortabil și mulțumiți de locurile de muncă cu salariul minim, ceea ce înseamnă că sunt mai puțin probabil să renunțe.","Ajută unii lucrători cu venituri mici, iar costurile în ceea ce privește ocuparea forței de muncă și ineficiența sunt probabil mici."
186,233,minimum wage,0.7576118111610413,support,,pro,pro,"Dar, în plus, plata unor salarii mai mari reduce sărăcia și presiunea asupra rețelei de siguranță socială.",Creșterea salariului minim înseamnă că unii dintre acești oameni ar fi capabili să se întrețină mai bine fără a se sprijini atât de mult pe programele sociale și acest lucru ar însemna în cele din urmă impozite mai mici sau o realocare a acelor fonduri pentru a sprijini alte nevoi.
176,186,minimum wage,0.6776366233825684,support,,pro,pro,"Această politică este mai orientată împotriva sărăciei decât a salariului minim, deoarece evită subvenționarea lucrătorilor cu venituri mici care sunt întreținute de gospodăriile cu venituri mari (de exemplu, adolescenții care încă locuiesc cu părinții lor).","Dar, în plus, plata unor salarii mai mari reduce sărăcia și presiunea asupra rețelei de siguranță socială."
186,207,minimum wage,0.6630666255950928,support,,pro,pro,"Dar, în plus, plata unor salarii mai mari reduce sărăcia și presiunea asupra rețelei de siguranță socială.","Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească."
187,240,minimum wage,0.6562674045562744,support,,pro,pro,"1 unu ) , costul real pentru client cu o creștere a salariului minim este remarcabil de neglijabil .","Cercetările sugerează că o creștere a salariului minim ar putea avea un mic efect stimulativ asupra economiei, deoarece lucrătorii cu salarii mici își cheltuiesc veniturile suplimentare, crescând cererea și creșterea locurilor de muncă și oferind ajutor în ceea ce privește locurile de muncă. """
190,192,minimum wage,0.7077157497406006,support,,pro,pro,"Potrivit Institutului de Politică Economică , salariul minim în Statele Unite ar fi fost de 18,28 USD în 2013 dacă salariul minim ar fi ținut pasul cu productivitatea muncii .",Ultima dată când salariul minim a fost majorat la nivel federal în Statele Unite a fost în 2009 .
190,237,minimum wage,0.6926017999649048,support,,pro,pro,"Potrivit Institutului de Politică Economică , salariul minim în Statele Unite ar fi fost de 18,28 USD în 2013 dacă salariul minim ar fi ținut pasul cu productivitatea muncii .","Un raport din 2015 al Alianței pentru o Societate Justă, a constatat că „salariul minim federal de 7,25 dolari pe oră reprezintă mai puțin de jumătate din salariul de trai pentru un singur adult”, iar un muncitor care se întreține numai pe sine ar trebui să lucreze 93 de ore pe săptămână la salariul minim federal pentru a-și face rostul „sau să sară peste nevoi precum mese sau medicamente”."
191,219,minimum wage,0.6573456525802612,support,,pro,pro,"Potrivit calculatorului de inflație de la Biroul de Statistică a Muncii , ar fi nevoie de un salariu minim de 7,93 dolari în dolari din 2015 doar pentru a egala puterea de cumpărare a ceea ce ar putea oferi 7,25 dolari în 2009 .","Nu numai atât, dar așa cum a spus unul dintre susținătorii legii în audierile cu privire la cifra de 40 de cenți pe oră care se discuta la acea vreme (în jur de 6,60 dolari în dolari din 2015): „ar fi o calamitate dacă un astfel de salariu minim ca cel la care se face referire ar fi în vreun fel interpretat ca un salariu de trai”."
191,237,minimum wage,0.6537573337554932,support,,pro,pro,"Potrivit calculatorului de inflație de la Biroul de Statistică a Muncii , ar fi nevoie de un salariu minim de 7,93 dolari în dolari din 2015 doar pentru a egala puterea de cumpărare a ceea ce ar putea oferi 7,25 dolari în 2009 .","Un raport din 2015 al Alianței pentru o Societate Justă, a constatat că „salariul minim federal de 7,25 dolari pe oră reprezintă mai puțin de jumătate din salariul de trai pentru un singur adult”, iar un muncitor care se întreține numai pe sine ar trebui să lucreze 93 de ore pe săptămână la salariul minim federal pentru a-și face rostul „sau să sară peste nevoi precum mese sau medicamente”."
174,192,minimum wage,0.6822108030319214,support,,pro,pro,"În 2014, susținătorii salariului minim au citat un studiu care a constatat că crearea de locuri de muncă în Statele Unite este mai rapidă în statele care și-au crescut salariul minim.",Ultima dată când salariul minim a fost majorat la nivel federal în Statele Unite a fost în 2009 .
193,215,minimum wage,0.6914231777191162,support,,pro,pro,Multe dintre argumentele anti-raise sunt contestate în această fișă informativă DOL; și faptul că întreprinderile mici și mari deopotrivă decid deja să-și majoreze salariul minim pe cont propriu face să pară că „pro” dezbaterii este câștigătoare.,"An de an, deceniu după deceniu, aceleași argumente au fost dezbătute de oponenții salariului minim de fiecare dată când s-a propus o creștere a salariului."
195,246,minimum wage,0.7404261827468872,support,,pro,pro,"Prin ridicarea recompensei pentru muncă, acest credit fiscal tinde, de asemenea, să crească oferta de muncă.","O creștere a salariului minim va pune mai mulți bani în buzunarele mai multor familii, care vor fi cheltuiți pe bunuri și servicii, stimulând creșterea economică la nivel local și național."
195,207,minimum wage,0.7026534676551819,support,,pro,pro,"Prin ridicarea recompensei pentru muncă, acest credit fiscal tinde, de asemenea, să crească oferta de muncă.","Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească."
195,206,minimum wage,0.6709631085395813,support,,pro,pro,"Prin ridicarea recompensei pentru muncă, acest credit fiscal tinde, de asemenea, să crească oferta de muncă.","Creșterea cheltuielilor consumatorilor: În sfârșit, plata suplimentară în buzunarele a aproximativ 16,5 milioane de lucrători ar putea ajunge la comercianții cu amănuntul și ar putea oferi un impuls economiei."
196,308,minimum wage,0.787638783454895,attack,,pro,contra,"Aceasta înseamnă că lucrătorii sunt mai puțin probabil să își caute un nou loc de muncă, să facă cereri de plată sau să renunțe definitiv.",Ordonarea companiilor să plătească mai mult lucrătorilor de la nivel de bază le va face să angajeze mai puțini dintre ei și să ia în considerare înlocuirea mai multor lucrători cu roboți sau computere.
196,328,minimum wage,0.7784459590911865,attack,,pro,contra,"Aceasta înseamnă că lucrătorii sunt mai puțin probabil să își caute un nou loc de muncă, să facă cereri de plată sau să renunțe definitiv.","Mai puține angajări: dacă afacerile trebuie să plătească salariul minim mai mult angajaților, nu își pot permite să angajeze atât de mulți angajați."
196,277,minimum wage,0.7648580074310303,attack,,pro,contra,"Aceasta înseamnă că lucrătorii sunt mai puțin probabil să își caute un nou loc de muncă, să facă cereri de plată sau să renunțe definitiv.","Întreprinderile sunt uneori forțate să angajeze mai puțini angajați, deoarece trebuie să plătească salariul minim."
198,205,minimum wage,0.7613556385040283,support,,pro,pro,"Pe baza datelor din răspunsurile angajatorilor, autorii au concluzionat că creșterea salariului minim a crescut ușor ocuparea forței de muncă în restaurantele din New Jersey.","Ei au analizat tendințele de angajare pentru mai multe categorii de lucrători cu salarii mici din 1990 până în 2006 și au constatat că creșterile salariilor minime nu au avut efecte negative asupra angajării cu salarii mici și au crescut cu succes veniturile lucrătorilor din sectorul alimentar și din comerțul cu amănuntul, precum și categoria mai restrânsă a lucrătorilor din restaurante."
174,198,minimum wage,0.6718800663948059,support,,pro,pro,"În 2014, susținătorii salariului minim au citat un studiu care a constatat că crearea de locuri de muncă în Statele Unite este mai rapidă în statele care și-au crescut salariul minim.","Pe baza datelor din răspunsurile angajatorilor, autorii au concluzionat că creșterea salariului minim a crescut ușor ocuparea forței de muncă în restaurantele din New Jersey."
198,325,minimum wage,0.660545825958252,attack,,pro,contra,"Pe baza datelor din răspunsurile angajatorilor, autorii au concluzionat că creșterea salariului minim a crescut ușor ocuparea forței de muncă în restaurantele din New Jersey.","Concurența se va intensifica: dacă salariul minim crește, persoanele prea calificate vor lupta pentru poziții cu salariul minim, împingând lucrătorii mai tineri și fără experiență din competiție și răpindu-le oportunitatea de a câștiga experiență și cunoștințe pentru a-și construi un CV și a intra în forța de muncă."
200,207,minimum wage,0.7754147052764893,support,,pro,pro,"Desigur, cu cât lucrătorii câștigă mai mulți bani prin salarii, cu atât trebuie să cheltuiască mai mult ca consumatori.","Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească."
200,227,minimum wage,0.7440717220306396,support,,pro,pro,"Desigur, cu cât lucrătorii câștigă mai mulți bani prin salarii, cu atât trebuie să cheltuiască mai mult ca consumatori.",Mai mulți bani câștigați înseamnă mai mulți bani înapoiați în economie pe măsură ce oamenii îi cheltuiesc.
200,206,minimum wage,0.7347551584243774,support,,pro,pro,"Desigur, cu cât lucrătorii câștigă mai mulți bani prin salarii, cu atât trebuie să cheltuiască mai mult ca consumatori.","Creșterea cheltuielilor consumatorilor: În sfârșit, plata suplimentară în buzunarele a aproximativ 16,5 milioane de lucrători ar putea ajunge la comercianții cu amănuntul și ar putea oferi un impuls economiei."
204,207,minimum wage,0.7583914995193481,support,,pro,pro,Un nivel de salariu mai mare pare o modalitate simplă și sensibilă de a îmbunătăți averea lucrătorilor.,"Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească."
204,232,minimum wage,0.7235089540481567,support,,pro,pro,Un nivel de salariu mai mare pare o modalitate simplă și sensibilă de a îmbunătăți averea lucrătorilor.,Lucrătorilor cu normă parțială care obțin salariul minim li s-ar putea oferi oportunitatea cu normă întreagă de a ajuta un angajator să economisească costul angajării și formării de noi angajați.
204,240,minimum wage,0.6901131868362427,support,,pro,pro,Un nivel de salariu mai mare pare o modalitate simplă și sensibilă de a îmbunătăți averea lucrătorilor.,"Cercetările sugerează că o creștere a salariului minim ar putea avea un mic efect stimulativ asupra economiei, deoarece lucrătorii cu salarii mici își cheltuiesc veniturile suplimentare, crescând cererea și creșterea locurilor de muncă și oferind ajutor în ceea ce privește locurile de muncă. """
205,240,minimum wage,0.791373074054718,support,,pro,pro,"Ei au analizat tendințele de angajare pentru mai multe categorii de lucrători cu salarii mici din 1990 până în 2006 și au constatat că creșterile salariilor minime nu au avut efecte negative asupra angajării cu salarii mici și au crescut cu succes veniturile lucrătorilor din sectorul alimentar și din comerțul cu amănuntul, precum și categoria mai restrânsă a lucrătorilor din restaurante.","Cercetările sugerează că o creștere a salariului minim ar putea avea un mic efect stimulativ asupra economiei, deoarece lucrătorii cu salarii mici își cheltuiesc veniturile suplimentare, crescând cererea și creșterea locurilor de muncă și oferind ajutor în ceea ce privește locurile de muncă. """
205,207,minimum wage,0.7322168350219727,support,,pro,pro,"Ei au analizat tendințele de angajare pentru mai multe categorii de lucrători cu salarii mici din 1990 până în 2006 și au constatat că creșterile salariilor minime nu au avut efecte negative asupra angajării cu salarii mici și au crescut cu succes veniturile lucrătorilor din sectorul alimentar și din comerțul cu amănuntul, precum și categoria mai restrânsă a lucrătorilor din restaurante.","Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească."
206,246,minimum wage,0.6918801069259644,support,,pro,pro,"Creșterea cheltuielilor consumatorilor: În sfârșit, plata suplimentară în buzunarele a aproximativ 16,5 milioane de lucrători ar putea ajunge la comercianții cu amănuntul și ar putea oferi un impuls economiei.","O creștere a salariului minim va pune mai mulți bani în buzunarele mai multor familii, care vor fi cheltuiți pe bunuri și servicii, stimulând creșterea economică la nivel local și național."
207,240,minimum wage,0.8522387742996216,support,,pro,pro,"Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească.","Cercetările sugerează că o creștere a salariului minim ar putea avea un mic efect stimulativ asupra economiei, deoarece lucrătorii cu salarii mici își cheltuiesc veniturile suplimentare, crescând cererea și creșterea locurilor de muncă și oferind ajutor în ceea ce privește locurile de muncă. """
207,250,minimum wage,0.8469653129577637,attack,,pro,contra,"Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească.","De fapt, cele mai actuale cercetări arată că un salariu minim mai mare crește șomajul; cu toate acestea, realitatea economică mai importantă este că un salariu minim mai mare crește costul forței de muncă slab calificate."
207,305,minimum wage,0.8202541470527649,attack,,pro,contra,"Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească.","Costul mai mare al forței de muncă se poate traduce printr-un șomaj mai mare pentru lucrătorii cu calificare scăzută, orele reduse, pierderea beneficiilor, o cerere mai mare de muncă sau chiar prețuri mai mari pentru bunurile pe care le furnizează."
190,209,minimum wage,0.6735361814498901,support,,pro,pro,"Potrivit Institutului de Politică Economică , salariul minim în Statele Unite ar fi fost de 18,28 USD în 2013 dacă salariul minim ar fi ținut pasul cu productivitatea muncii .","Potrivit Institutului de Politică Economică, vârsta medie a lucrătorilor care ar beneficia astăzi de un salariu minim mai mare este de treizeci și cinci de ani."
210,268,minimum wage,0.720184326171875,attack,,pro,contra,"Faptul că nu se poate trăi confortabil cu salariul minim este un simptom al inflaţiei, nu al lipsei de educaţie.","Deoarece salariul minim nu a fost niciodată legat de inflație, valoarea lui sa erodat semnificativ și mulți economiști spun că acest lucru a contribuit puternic la creșterea inegalității veniturilor."
210,285,minimum wage,0.6565688848495483,attack,,pro,contra,"Faptul că nu se poate trăi confortabil cu salariul minim este un simptom al inflaţiei, nu al lipsei de educaţie.",Salariul minim nu este un remediu pentru sărăcie.
169,211,minimum wage,0.7360445261001587,support,,pro,pro,Salariul minim actual este nu este un salariu de trai .,Salariul minim nu a ținut pasul cu costul mediu al vieții (COLA).
211,285,minimum wage,0.705742597579956,attack,,pro,contra,Salariul minim nu a ținut pasul cu costul mediu al vieții (COLA).,Salariul minim nu este un remediu pentru sărăcie.
211,262,minimum wage,0.667432427406311,attack,,pro,contra,Salariul minim nu a ținut pasul cu costul mediu al vieții (COLA).,Unele întreprinderi mici nu își pot permite să plătească salariul minim.
213,240,minimum wage,0.7445425987243652,support,,pro,pro,"Într-o lucrare din 2011, ei au subliniat că un salariu minim mai mare împreună cu creditul fiscal pentru venitul câștigat (care completează venitul pentru lucrătorii săraci din America) a stimulat atât ocuparea forței de muncă, cât și câștigurile pentru femeile singure cu copii (deși costa locuri de muncă mai puțin calificate, pentru bărbați din minorități).","Cercetările sugerează că o creștere a salariului minim ar putea avea un mic efect stimulativ asupra economiei, deoarece lucrătorii cu salarii mici își cheltuiesc veniturile suplimentare, crescând cererea și creșterea locurilor de muncă și oferind ajutor în ceea ce privește locurile de muncă. """
213,250,minimum wage,0.7410687208175659,attack,,pro,contra,"Într-o lucrare din 2011, ei au subliniat că un salariu minim mai mare împreună cu creditul fiscal pentru venitul câștigat (care completează venitul pentru lucrătorii săraci din America) a stimulat atât ocuparea forței de muncă, cât și câștigurile pentru femeile singure cu copii (deși costa locuri de muncă mai puțin calificate, pentru bărbați din minorități).","De fapt, cele mai actuale cercetări arată că un salariu minim mai mare crește șomajul; cu toate acestea, realitatea economică mai importantă este că un salariu minim mai mare crește costul forței de muncă slab calificate."
207,213,minimum wage,0.7312129735946655,support,,pro,pro,"Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească.","Într-o lucrare din 2011, ei au subliniat că un salariu minim mai mare împreună cu creditul fiscal pentru venitul câștigat (care completează venitul pentru lucrătorii săraci din America) a stimulat atât ocuparea forței de muncă, cât și câștigurile pentru femeile singure cu copii (deși costa locuri de muncă mai puțin calificate, pentru bărbați din minorități)."
215,313,minimum wage,0.6886926293373108,attack,,pro,contra,"An de an, deceniu după deceniu, aceleași argumente au fost dezbătute de oponenții salariului minim de fiecare dată când s-a propus o creștere a salariului.","Din punct de vedere istoric, scepticismul economiștilor își are rădăcinile în îngrijorarea că limitele salariale reduc ocuparea forței de muncă."
216,306,minimum wage,0.6912118196487427,attack,,pro,contra,"(Raportul a mai constatat că salariile mai mari ar putea împinge 900.000 de persoane peste pragul sărăciei, un rezultat fără îndoială bun.)","Înseamnă plăți mai mari pentru americanii cu salarii mici, dar unii oameni susțin că chiar și creșterea acestuia la 9 dolari ar crește în cele din urmă șomajul, deoarece angajatorii își vor putea permite să angajeze mai puțini lucrători."
216,250,minimum wage,0.672527015209198,attack,,pro,contra,"(Raportul a mai constatat că salariile mai mari ar putea împinge 900.000 de persoane peste pragul sărăciei, un rezultat fără îndoială bun.)","De fapt, cele mai actuale cercetări arată că un salariu minim mai mare crește șomajul; cu toate acestea, realitatea economică mai importantă este că un salariu minim mai mare crește costul forței de muncă slab calificate."
216,233,minimum wage,0.6596348285675049,support,,pro,pro,"(Raportul a mai constatat că salariile mai mari ar putea împinge 900.000 de persoane peste pragul sărăciei, un rezultat fără îndoială bun.)",Creșterea salariului minim înseamnă că unii dintre acești oameni ar fi capabili să se întrețină mai bine fără a se sprijini atât de mult pe programele sociale și acest lucru ar însemna în cele din urmă impozite mai mici sau o realocare a acelor fonduri pentru a sprijini alte nevoi.
217,246,minimum wage,0.7512086629867554,support,,pro,pro,"„Prin creșterea salariului la domiciliu al lucrătorilor, familiile câștigă atât securitate financiară, cât și o capacitate sporită de a cumpăra bunuri și servicii, creând astfel locuri de muncă pentru alți americani”, a concluzionat institutul de politică economică de la Washington, D.C., într-o scurtă susținere a creșterii salariului minim.","O creștere a salariului minim va pune mai mulți bani în buzunarele mai multor familii, care vor fi cheltuiți pe bunuri și servicii, stimulând creșterea economică la nivel local și național."
213,217,minimum wage,0.6928146481513977,support,,pro,pro,"Într-o lucrare din 2011, ei au subliniat că un salariu minim mai mare împreună cu creditul fiscal pentru venitul câștigat (care completează venitul pentru lucrătorii săraci din America) a stimulat atât ocuparea forței de muncă, cât și câștigurile pentru femeile singure cu copii (deși costa locuri de muncă mai puțin calificate, pentru bărbați din minorități).","„Prin creșterea salariului la domiciliu al lucrătorilor, familiile câștigă atât securitate financiară, cât și o capacitate sporită de a cumpăra bunuri și servicii, creând astfel locuri de muncă pentru alți americani”, a concluzionat institutul de politică economică de la Washington, D.C., într-o scurtă susținere a creșterii salariului minim."
207,217,minimum wage,0.6733690500259399,support,,pro,pro,"Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească.","„Prin creșterea salariului la domiciliu al lucrătorilor, familiile câștigă atât securitate financiară, cât și o capacitate sporită de a cumpăra bunuri și servicii, creând astfel locuri de muncă pentru alți americani”, a concluzionat institutul de politică economică de la Washington, D.C., într-o scurtă susținere a creșterii salariului minim."
218,282,minimum wage,0.7833086252212524,attack,,pro,contra,"Ajută unii lucrători cu venituri mici, iar costurile în ceea ce privește ocuparea forței de muncă și ineficiența sunt probabil mici.","Alţii, în special cei cu cele mai scăzute salarii de prelegislare, nu vor putea găsi de lucru."
